entity,cluster_id,source_path
org.apache.lucene.codecs.simpletext.SimpleTextPointsReader,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextPointsReader.java
org.apache.lucene.codecs.simpletext.SimpleTextPointsWriter,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextPointsWriter.java
org.apache.lucene.codecs.simpletext.SimpleTextPostingsFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextPostingsFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextSegmentInfoFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextSegmentInfoFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextSkipReader,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextSkipReader.java
org.apache.lucene.codecs.simpletext.SimpleTextSkipWriter,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextSkipWriter.java
org.apache.lucene.codecs.simpletext.SimpleTextStoredFieldsFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextStoredFieldsFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextStoredFieldsReader,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextStoredFieldsReader.java
org.apache.lucene.codecs.simpletext.SimpleTextStoredFieldsWriter,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextStoredFieldsWriter.java
org.apache.lucene.codecs.simpletext.SimpleTextTermVectorsFormat,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextTermVectorsFormat.java
org.apache.lucene.codecs.simpletext.SimpleTextTermVectorsReader,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextTermVectorsReader.java
org.apache.lucene.codecs.simpletext.SimpleTextTermVectorsWriter,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextTermVectorsWriter.java
org.apache.lucene.codecs.simpletext.SimpleTextUtil,1,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextUtil.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STBlockWriter,2,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockWriter.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STIntersectBlockReader,2,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STIntersectBlockReader.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STUniformSplitTerms,2,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STUniformSplitTerms.java
org.apache.lucene.codecs.uniformsplit.BlockReader,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/BlockReader.java
org.apache.lucene.codecs.uniformsplit.BlockWriter,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/BlockWriter.java
org.apache.lucene.codecs.uniformsplit.DeltaBaseTermStateSerializer,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/DeltaBaseTermStateSerializer.java
org.apache.lucene.codecs.uniformsplit.FSTDictionary,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/FSTDictionary.java
org.apache.lucene.codecs.uniformsplit.IntersectBlockReader,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/IntersectBlockReader.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STBlockLine,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockLine.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STBlockReader,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STBlockReader.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STMergingBlockReader,3,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STMergingBlockReader.java
org.apache.lucene.codecs.uniformsplit.BlockHeader,4,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/BlockHeader.java
org.apache.lucene.codecs.uniformsplit.UniformSplitPostingsFormat,4,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/UniformSplitPostingsFormat.java
org.apache.lucene.codecs.uniformsplit.UniformSplitTermsWriter,4,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/UniformSplitTermsWriter.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STUniformSplitPostingsFormat,4,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STUniformSplitPostingsFormat.java
org.apache.lucene.codecs.uniformsplit.RamUsageUtil,5,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/RamUsageUtil.java
org.apache.lucene.codecs.simpletext.SimpleTextKnnVectorsFormat,6,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextKnnVectorsFormat.java
org.apache.lucene.codecs.uniformsplit.BlockLine,6,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/BlockLine.java
org.apache.lucene.codecs.uniformsplit.TermBytes,6,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/TermBytes.java
org.apache.lucene.codecs.uniformsplit.sharedterms.FieldMetadataTermState,6,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/FieldMetadataTermState.java
org.apache.lucene.codecs.blockterms.package-info,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/blockterms/package-info.java
org.apache.lucene.codecs.blocktreeords.package-info,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/blocktreeords/package-info.java
org.apache.lucene.codecs.bloom.package-info,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/bloom/package-info.java
org.apache.lucene.codecs.memory.package-info,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/memory/package-info.java
org.apache.lucene.codecs.simpletext.package-info,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/package-info.java
org.apache.lucene.codecs.uniformsplit.BlockDecoder,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/BlockDecoder.java
org.apache.lucene.codecs.uniformsplit.BlockEncoder,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/BlockEncoder.java
org.apache.lucene.codecs.uniformsplit.IndexDictionary,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/IndexDictionary.java
org.apache.lucene.codecs.uniformsplit.package-info,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/package-info.java
org.apache.lucene.codecs.uniformsplit.sharedterms.package-info,7,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/package-info.java
org.apache.lucene.codecs.bloom.MurmurHash64,8,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/bloom/MurmurHash64.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STMergingTermsEnum,8,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STMergingTermsEnum.java
org.apache.lucene.codecs.uniformsplit.sharedterms.STUniformSplitTermsWriter,8,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/sharedterms/STUniformSplitTermsWriter.java
org.apache.lucene.codecs.uniformsplit.FieldMetadata,9,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/FieldMetadata.java
org.apache.lucene.codecs.uniformsplit.UniformSplitTerms,9,/pc2/users/r/rohit/src/lucene/lucene/codecs/src/java/org/apache/lucene/codecs/uniformsplit/UniformSplitTerms.java
